FrameNumber, xAcc, yAcc, zAcc, xGyro, yGyro, zGyro
18, -0.873535, -0.031006, -0.510498, -0.427246, 1.251221, 0.289917, 0.000000
18, -0.872314, -0.029297, -0.498535, -0.183105, 1.129150, 0.427246, 0.000000
18, -0.874512, -0.028320, -0.500244, 0.137329, 1.144409, 0.335693, 0.000000
18, -0.870605, -0.028564, -0.501221, 0.183105, 1.205444, 0.335693, 0.000000
19, -0.870850, -0.023926, -0.500244, 0.671387, 1.388550, 0.427246, 0.000000
19, -0.875244, -0.022705, -0.499023, 0.839233, 1.419067, 0.381470, 0.000000
19, -0.876221, -0.020996, -0.500977, 1.037598, 1.495361, 0.350952, 0.000000
19, -0.872070, -0.025879, -0.500488, 1.098633, 1.678467, 0.549316, 0.000000
19, -0.878662, -0.021973, -0.498291, 0.885010, 1.632690, 0.579834, 0.000000
19, -0.874268, -0.022705, -0.500000, 0.686646, 1.678467, 0.366211, 0.000000
19, -0.877686, -0.024414, -0.506836, 0.137329, 1.602173, 0.442505, 0.000000
19, -0.872314, -0.029053, -0.512451, -0.076294, 1.617432, 0.595093, 0.000000
19, -0.870850, -0.031006, -0.509277, -0.350952, 1.510620, 0.823975, 0.000000
19, -0.871826, -0.037598, -0.515137, -0.640869, 1.419067, 0.900269, 0.000000
19, -0.873291, -0.031250, -0.512451, -0.823975, 1.388550, 1.007080, 0.000000
19, -0.871582, -0.030762, -0.522949, -0.991821, 1.083374, 1.144409, 0.000000
19, -0.871826, -0.031006, -0.524414, -1.083374, 0.869751, 1.281738, 0.000000
19, -0.873535, -0.031494, -0.528809, -1.098633, 1.037598, 1.342773, 0.000000
19, -0.874268, -0.028076, -0.523193, -1.129150, 0.854492, 1.373291, 0.000000
19, -0.875977, -0.027100, -0.520020, -0.946045, 0.625610, 1.388550, 0.000000
19, -0.876465, -0.022949, -0.525879, -0.762939, 0.457764, 1.556396, 0.000000
20, -0.878174, -0.030518, -0.518799, -0.671387, 0.152588, 1.449585, 0.000000
20, -0.878418, -0.025146, -0.520264, -0.595093, 0.198364, 1.281738, 0.000000
20, -0.878418, -0.020508, -0.518066, -0.396729, 0.030518, 1.296997, 0.000000
20, -0.877930, -0.017578, -0.525879, -0.320435, -0.259399, 1.403809, 0.000000
20, -0.875000, -0.023438, -0.510986, -0.320435, -0.106812, 1.342773, 0.000000
20, -0.876221, -0.020020, -0.520264, -0.167847, -0.183105, 1.266479, 0.000000
20, -0.876221, -0.017334, -0.508545, -0.030518, -0.366211, 0.961304, 0.000000
20, -0.880127, -0.012695, -0.505371, 0.015259, -0.473022, 0.915527, 0.000000
20, -0.876221, -0.015381, -0.503174, -0.045776, -0.579834, 0.823975, 0.000000
20, -0.876953, -0.013428, -0.504883, -0.259399, -0.503540, 0.701904, 0.000000
20, -0.875244, -0.015869, -0.497559, -0.106812, -0.381470, 0.717163, 0.000000
20, -0.877686, -0.013184, -0.500977, 0.000000, -0.473022, 0.518799, 0.000000
20, -0.875732, -0.013916, -0.493896, -0.030518, -0.701904, 0.381470, 0.000000
20, -0.873291, -0.011230, -0.494873, -0.198364, -0.671387, 0.213623, 0.000000
20, -0.871094, -0.018311, -0.494873, -0.320435, -0.350952, 0.076294, 0.000000
20, -0.875000, -0.018311, -0.491211, -0.381470, -0.335693, -0.015259, 0.000000
21, -0.872803, -0.024902, -0.488770, -0.305176, -0.320435, 0.000000, 0.000000
21, -0.870361, -0.026367, -0.484131, -0.549316, -0.137329, 0.045776, 0.000000
21, -0.872314, -0.027832, -0.489502, -0.564575, -0.228882, 0.045776, 0.000000
21, -0.873535, -0.031006, -0.490723, -0.732422, -0.137329, 0.122070, 0.000000
21, -0.869629, -0.028564, -0.488770, -0.885010, 0.091553, 0.305176, 0.000000
21, -0.870117, -0.032715, -0.485840, -0.869751, 0.091553, 0.350952, 0.000000
21, -0.868896, -0.029785, -0.488281, -0.839233, 0.274658, 0.366211, 0.000000
21, -0.872803, -0.032471, -0.488037, -1.144409, 0.411987, 0.518799, 0.000000
21, -0.873047, -0.028076, -0.488037, -1.068115, 0.335693, 0.595093, 0.000000
21, -0.873779, -0.032471, -0.487793, -0.900269, 0.732422, 0.564575, 0.000000
21, -0.872803, -0.033691, -0.494873, -1.113892, 0.640869, 0.671387, 0.000000
21, -0.875244, -0.031738, -0.495605, -1.251221, 0.595093, 0.701904, 0.000000
21, -0.871094, -0.036133, -0.492432, -1.037598, 0.808716, 0.625610, 0.000000
21, -0.869629, -0.035889, -0.499023, -1.159668, 0.839233, 0.732422, 0.000000
21, -0.873291, -0.040283, -0.504395, -1.342773, 0.747681, 0.915527, 0.000000
21, -0.869385, -0.038086, -0.502930, -1.037598, 0.595093, 0.900269, 0.000000
21, -0.870361, -0.042969, -0.505859, -1.037598, 0.366211, 0.930786, 0.000000
22, -0.872559, -0.042236, -0.503906, -1.022339, 0.396729, 1.113892, 0.000000
22, -0.868896, -0.042969, -0.512451, -0.778198, 0.579834, 1.083374, 0.000000
22, -0.871582, -0.044434, -0.512207, -0.564575, 0.488281, 1.129150, 0.000000
22, -0.873291, -0.041504, -0.510742, -0.534058, 0.366211, 1.235962, 0.000000
22, -0.875488, -0.039307, -0.515869, -0.274658, 0.198364, 1.388550, 0.000000
22, -0.879639, -0.042725, -0.529785, 0.015259, 0.122070, 1.358032, 0.000000
22, -0.880615, -0.043457, -0.531006, 0.488281, -0.183105, 1.190186, 0.000000
22, -0.885254, -0.040039, -0.547607, 1.205444, -0.534058, 1.205444, 0.000000
22, -0.881592, -0.033447, -0.555176, 2.014160, -0.869751, 1.205444, 0.000000
22, -0.876465, -0.037842, -0.552734, 3.189087, -1.220703, 1.098633, 0.000000
22, -0.874268, -0.030273, -0.538086, 4.272461, -1.831055, 0.961304, 0.000000
22, -0.868896, -0.026367, -0.517578, 5.035400, -2.151489, 0.961304, 0.000000
22, -0.864990, -0.027832, -0.503418, 5.294800, -2.349854, 1.068115, 0.000000
22, -0.861572, -0.021729, -0.476563, 5.111694, -2.349854, 1.083374, 0.000000
22, -0.861816, -0.018555, -0.475342, 4.409790, -2.334595, 1.113892, 0.000000
22, -0.861572, -0.017822, -0.465088, 3.494263, -2.120972, 1.159668, 0.000000
22, -0.863037, -0.014648, -0.456299, 2.517700, -1.846313, 1.113892, 0.000000
23, -0.866455, -0.013916, -0.458984, 1.724243, -1.678467, 1.174927, 0.000000
23, -0.867920, -0.016846, -0.455322, 0.671387, -1.159668, 1.205444, 0.000000
23, -0.868652, -0.013672, -0.464355, 0.137329, -0.717163, 1.266479, 0.000000
23, -0.869629, -0.017334, -0.465332, -0.579834, -0.473022, 1.281738, 0.000000
23, -0.866455, -0.017090, -0.468994, -1.083374, -0.061035, 1.235962, 0.000000
23, -0.867676, -0.021729, -0.461426, -1.510620, 0.122070, 1.266479, 0.000000
23, -0.858887, -0.026123, -0.475586, -1.739502, 0.350952, 1.419067, 0.000000
23, -0.860596, -0.025635, -0.477539, -2.182007, 0.564575, 1.632690, 0.000000
23, -0.864746, -0.027344, -0.476563, -2.365112, 0.656128, 1.846313, 0.000000
23, -0.862793, -0.031250, -0.484131, -2.410889, 0.915527, 2.136230, 0.000000
23, -0.864990, -0.031738, -0.489990, -2.441406, 1.159668, 2.136230, 0.000000
23, -0.868652, -0.027588, -0.489014, -2.151489, 1.388550, 2.120972, 0.000000
23, -0.868896, -0.026123, -0.492432, -2.090454, 1.663208, 2.182007, 0.000000
23, -0.871338, -0.024658, -0.497070, -1.831055, 1.617432, 2.212524, 0.000000
23, -0.871826, -0.019531, -0.499023, -1.556396, 1.632690, 2.105713, 0.000000
23, -0.878174, -0.019531, -0.491943, -1.342773, 1.815796, 2.120972, 0.000000
24, -0.877441, -0.013672, -0.494629, -1.174927, 1.602173, 2.044678, 0.000000
24, -0.874268, -0.016357, -0.496826, -0.747681, 1.617432, 2.029419, 0.000000
24, -0.873535, -0.013184, -0.498779, -0.701904, 1.464844, 1.754761, 0.000000
24, -0.876709, -0.014893, -0.507324, -0.503540, 1.296997, 1.510620, 0.000000
24, -0.873779, -0.011475, -0.502441, -0.335693, 1.296997, 1.495361, 0.000000
24, -0.873779, -0.016357, -0.504150, -0.167847, 1.342773, 1.556396, 0.000000
24, -0.877686, -0.013428, -0.499756, -0.152588, 1.327515, 1.388550, 0.000000
24, -0.872803, -0.013184, -0.500000, -0.289917, 1.129150, 1.190186, 0.000000
24, -0.873779, -0.014648, -0.504883, -0.305176, 1.190186, 1.098633, 0.000000
24, -0.875977, -0.012451, -0.504883, -0.106812, 1.007080, 1.098633, 0.000000
24, -0.875000, -0.010742, -0.497070, -0.152588, 0.885010, 1.129150, 0.000000
24, -0.872314, -0.013428, -0.499756, -0.274658, 1.083374, 1.159668, 0.000000
24, -0.873779, -0.013916, -0.501709, -0.411987, 0.885010, 0.976563, 0.000000
24, -0.874023, -0.014648, -0.498047, -0.396729, 0.717163, 0.762939, 0.000000
24, -0.871826, -0.018799, -0.496582, -0.686646, 0.732422, 0.762939, 0.000000
24, -0.869629, -0.020508, -0.502930, -0.640869, 0.640869, 0.762939, 0.000000
24, -0.869141, -0.018311, -0.500000, -0.793457, 0.747681, 0.671387, 0.000000
25, -0.872559, -0.023193, -0.497070, -0.915527, 0.671387, 0.778198, 0.000000
25, -0.872314, -0.026855, -0.501465, -0.915527, 0.564575, 0.747681, 0.000000
25, -0.870850, -0.024414, -0.494385, -0.839233, 0.671387, 0.823975, 0.000000
25, -0.872559, -0.024414, -0.504150, -0.701904, 0.595093, 0.823975, 0.000000
25, -0.872314, -0.023193, -0.503662, -0.457764, 0.747681, 0.793457, 0.000000
25, -0.873779, -0.021973, -0.499756, -0.244141, 0.839233, 0.869751, 0.000000
25, -0.870850, -0.024414, -0.496094, -0.152588, 0.717163, 0.686646, 0.000000
25, -0.872314, -0.026611, -0.499268, 0.198364, 0.747681, 0.686646, 0.000000
25, -0.872314, -0.031006, -0.506592, 0.137329, 0.732422, 0.701904, 0.000000
25, -0.874512, -0.033203, -0.496338, 0.152588, 0.823975, 0.686646, 0.000000
25, -0.867920, -0.028320, -0.506348, 0.106812, 0.869751, 0.732422, 0.000000
25, -0.876465, -0.030273, -0.501465, 0.030518, 0.717163, 0.976563, 0.000000
25, -0.872559, -0.035645, -0.511719, 0.152588, 0.640869, 0.961304, 0.000000
25, -0.871338, -0.032715, -0.508789, 0.366211, 0.839233, 0.976563, 0.000000
25, -0.870850, -0.033691, -0.498535, 0.442505, 0.762939, 1.174927, 0.000000
25, -0.872559, -0.027100, -0.499756, 0.564575, 0.518799, 1.251221, 0.000000
25, -0.872070, -0.031006, -0.503174, 0.625610, 0.503540, 1.266479, 0.000000
26, -0.875488, -0.029785, -0.506348, 0.701904, 0.595093, 1.525879, 0.000000
26, -0.875488, -0.026123, -0.498291, 0.534058, 0.778198, 1.495361, 0.000000
26, -0.871826, -0.024658, -0.497314, 0.488281, 0.808716, 1.632690, 0.000000
26, -0.875244, -0.023682, -0.494873, 0.213623, 0.778198, 1.663208, 0.000000
26, -0.874756, -0.022949, -0.502441, 0.045776, 0.976563, 1.800537, 0.000000
26, -0.877686, -0.019531, -0.497559, 0.244141, 1.037598, 1.876831, 0.000000
26, -0.876709, -0.020752, -0.504395, 0.137329, 0.946045, 1.861572, 0.000000
26, -0.875488, -0.022217, -0.502197, -0.015259, 1.068115, 1.998901, 0.000000
26, -0.873291, -0.015137, -0.502686, -0.122070, 1.113892, 2.029419, 0.000000
26, -0.876709, -0.012207, -0.512451, -0.061035, 1.007080, 1.922607, 0.000000
26, -0.880371, -0.012451, -0.516357, -0.289917, 1.083374, 1.876831, 0.000000
26, -0.881348, -0.011963, -0.512939, -0.442505, 1.052856, 1.861572, 0.000000
26, -0.881836, -0.014648, -0.518555, -0.534058, 0.930786, 1.876831, 0.000000
26, -0.883301, -0.013184, -0.515869, -0.564575, 0.991821, 1.846313, 0.000000
26, -0.882568, -0.009521, -0.515625, -0.518799, 1.007080, 1.663208, 0.000000
26, -0.877197, -0.009033, -0.517578, -0.534058, 0.839233, 1.556396, 0.000000
27, -0.881836, -0.005371, -0.517822, -0.762939, 0.808716, 1.510620, 0.000000
27, -0.881104, -0.006836, -0.516357, -0.747681, 0.518799, 1.403809, 0.000000
27, -0.880127, -0.007568, -0.520508, -0.930786, 0.396729, 1.327515, 0.000000
27, -0.881348, -0.004639, -0.522949, -1.129150, 0.381470, 1.281738, 0.000000
27, -0.881104, -0.001709, -0.520752, -1.052856, 0.305176, 1.190186, 0.000000
27, -0.883301, -0.004883, -0.520508, -1.098633, 0.183105, 0.946045, 0.000000
27, -0.885010, -0.004395, -0.522705, -1.098633, 0.061035, 0.762939, 0.000000
27, -0.886230, -0.005371, -0.528076, -1.113892, -0.183105, 0.701904, 0.000000
27, -0.881592, -0.007080, -0.522461, -0.946045, -0.198364, 0.595093, 0.000000
27, -0.880127, -0.008057, -0.516602, -0.930786, 0.000000, 0.244141, 0.000000
27, -0.879639, -0.005127, -0.520020, -0.976563, -0.183105, -0.076294, 0.000000
27, -0.880859, -0.005371, -0.516602, -0.854492, -0.335693, -0.030518, 0.000000
27, -0.875732, -0.011719, -0.517334, -0.900269, -0.167847, 0.015259, 0.000000
27, -0.872559, -0.013916, -0.512695, -0.991821, -0.305176, -0.167847, 0.000000
27, -0.875000, -0.013916, -0.508545, -0.900269, -0.289917, -0.152588, 0.000000
27, -0.878418, -0.014893, -0.507568, -0.930786, -0.152588, -0.305176, 0.000000
27, -0.872070, -0.014404, -0.506836, -0.869751, -0.122070, -0.366211, 0.000000
28, -0.872803, -0.017090, -0.510254, -1.007080, -0.076294, -0.152588, 0.000000
28, -0.873047, -0.021484, -0.509521, -1.052856, -0.198364, -0.045776, 0.000000
28, -0.874756, -0.014893, -0.510742, -1.205444, -0.213623, -0.137329, 0.000000
28, -0.874756, -0.015381, -0.505859, -1.419067, -0.228882, -0.137329, 0.000000
28, -0.869385, -0.015381, -0.512207, -1.358032, -0.289917, -0.030518, 0.000000
28, -0.869385, -0.015625, -0.509766, -1.419067, -0.228882, -0.167847, 0.000000
28, -0.873291, -0.017822, -0.505127, -1.510620, -0.198364, -0.289917, 0.000000
28, -0.870850, -0.016602, -0.513672, -1.617432, -0.198364, -0.289917, 0.000000
28, -0.871582, -0.015137, -0.504395, -1.556396, -0.473022, -0.396729, 0.000000
28, -0.869385, -0.018311, -0.509033, -1.358032, -0.503540, -0.534058, 0.000000
28, -0.868164, -0.018555, -0.512207, -1.266479, -0.305176, -0.457764, 0.000000
28, -0.867432, -0.020508, -0.506104, -1.037598, -0.411987, -0.564575, 0.000000
28, -0.868408, -0.019043, -0.505615, -1.052856, -0.457764, -0.640869, 0.000000
28, -0.867920, -0.016357, -0.506836, -0.915527, -0.518799, -0.610352, 0.000000
28, -0.867676, -0.018799, -0.505127, -0.579834, -0.518799, -0.656128, 0.000000
28, -0.865234, -0.020996, -0.505859, -0.289917, -0.335693, -0.656128, 0.000000
28, -0.866455, -0.023926, -0.504150, -0.503540, -0.320435, -0.793457, 0.000000
29, -0.866211, -0.021240, -0.501221, -0.305176, -0.473022, -0.717163, 0.000000
29, -0.866943, -0.021973, -0.493896, -0.305176, -0.411987, -0.595093, 0.000000
29, -0.863770, -0.027344, -0.502930, -0.473022, -0.411987, -0.625610, 0.000000
29, -0.864014, -0.025879, -0.491455, -0.350952, -0.488281, -0.473022, 0.000000
29, -0.865723, -0.028564, -0.491699, -0.305176, -0.457764, -0.549316, 0.000000
29, -0.864258, -0.032227, -0.495850, -0.289917, -0.549316, -0.396729, 0.000000
29, -0.864502, -0.026855, -0.490723, -0.274658, -0.411987, -0.457764, 0.000000
29, -0.863770, -0.035156, -0.494385, -0.289917, -0.167847, -0.305176, 0.000000
29, -0.871582, -0.034668, -0.491455, -0.305176, -0.106812, -0.106812, 0.000000
29, -0.868652, -0.035889, -0.498047, -0.320435, -0.061035, -0.106812, 0.000000
29, -0.864502, -0.035400, -0.489990, -0.167847, -0.137329, -0.167847, 0.000000
29, -0.863770, -0.036865, -0.491211, -0.015259, -0.122070, 0.000000, 0.000000
29, -0.868408, -0.036377, -0.500000, -0.183105, 0.061035, 0.213623, 0.000000
29, -0.865234, -0.034424, -0.497314, -0.473022, 0.320435, 0.152588, 0.000000
29, -0.865967, -0.034668, -0.486328, -0.213623, 0.473022, 0.274658, 0.000000
29, -0.866455, -0.034424, -0.494629, -0.122070, 0.411987, 0.610352, 0.000000
29, -0.868652, -0.034912, -0.498047, -0.076294, 0.244141, 0.640869, 0.000000
30, -0.869385, -0.031494, -0.501465, -0.488281, 0.335693, 0.701904, 0.000000
30, -0.868896, -0.030029, -0.498291, -0.534058, 0.473022, 0.885010, 0.000000
30, -0.873047, -0.030029, -0.498291, -0.625610, 0.518799, 0.991821, 0.000000
30, -0.869873, -0.027832, -0.500244, -0.396729, 0.457764, 1.052856, 0.000000
30, -0.872803, -0.028320, -0.500244, -0.442505, 0.350952, 1.296997, 0.000000
30, -0.871826, -0.028564, -0.500000, -0.549316, 0.473022, 1.296997, 0.000000
30, -0.870361, -0.024902, -0.502686, -0.747681, 0.732422, 1.220703, 0.000000
30, -0.871338, -0.024414, -0.498291, -0.625610, 0.839233, 1.327515, 0.000000
30, -0.874512, -0.023193, -0.499756, -0.656128, 0.686646, 1.342773, 0.000000
30, -0.874023, -0.022949, -0.511963, -0.625610, 0.747681, 1.266479, 0.000000
30, -0.875732, -0.022949, -0.508301, -0.579834, 0.823975, 1.174927, 0.000000
30, -0.874756, -0.020020, -0.505615, -0.762939, 0.930786, 1.022339, 0.000000
30, -0.879395, -0.018799, -0.509521, -0.503540, 0.823975, 0.900269, 0.000000
30, -0.880371, -0.017822, -0.516113, -0.473022, 0.717163, 0.946045, 0.000000
30, -0.878906, -0.015137, -0.507813, -0.457764, 0.625610, 0.885010, 0.000000
30, -0.879883, -0.016357, -0.514648, -0.488281, 0.564575, 0.839233, 0.000000
31, -0.879150, -0.015625, -0.513916, -0.534058, 0.534058, 0.762939, 0.000000
31, -0.876709, -0.015381, -0.510498, -0.473022, 0.473022, 0.686646, 0.000000
31, -0.878662, -0.013916, -0.512451, -0.686646, 0.411987, 0.549316, 0.000000
31, -0.877197, -0.016357, -0.509033, -0.839233, 0.335693, 0.473022, 0.000000
31, -0.875488, -0.012451, -0.516602, -0.976563, 0.259399, 0.427246, 0.000000
31, -0.877197, -0.018066, -0.509766, -0.946045, 0.106812, 0.411987, 0.000000
31, -0.876221, -0.017822, -0.508057, -1.113892, 0.015259, 0.244141, 0.000000
31, -0.876465, -0.017090, -0.511963, -1.205444, -0.122070, -0.030518, 0.000000
31, -0.877197, -0.017822, -0.507568, -1.068115, -0.274658, -0.106812, 0.000000
31, -0.876221, -0.020752, -0.505371, -1.174927, -0.274658, -0.137329, 0.000000
31, -0.873535, -0.022461, -0.497803, -1.068115, -0.152588, -0.183105, 0.000000
31, -0.872803, -0.018311, -0.507080, -0.900269, -0.183105, -0.259399, 0.000000
31, -0.875977, -0.024170, -0.500977, -0.778198, -0.259399, -0.396729, 0.000000
31, -0.875244, -0.025146, -0.504395, -0.732422, -0.259399, -0.442505, 0.000000
31, -0.873291, -0.025146, -0.500488, -0.518799, -0.106812, -0.473022, 0.000000
31, -0.870361, -0.029053, -0.506348, -0.473022, -0.244141, -0.503540, 0.000000
31, -0.873535, -0.033447, -0.502686, -0.411987, -0.396729, -0.579834, 0.000000
32, -0.869385, -0.038086, -0.511230, -0.244141, -0.427246, -0.671387, 0.000000
32, -0.871094, -0.034912, -0.506104, 0.183105, -0.518799, -0.549316, 0.000000
32, -0.866943, -0.040527, -0.501709, 0.335693, -0.595093, -0.320435, 0.000000
32, -0.865723, -0.039795, -0.504883, 0.427246, -0.320435, -0.259399, 0.000000
32, -0.867676, -0.038574, -0.504395, 0.564575, -0.442505, -0.152588, 0.000000
32, -0.867188, -0.042969, -0.503662, 0.747681, -0.396729, -0.030518, 0.000000
32, -0.864502, -0.037354, -0.498047, 0.518799, -0.473022, -0.015259, 0.000000
32, -0.864746, -0.044189, -0.496338, 0.549316, -0.549316, 0.167847, 0.000000
32, -0.867676, -0.038086, -0.500977, 0.701904, -0.579834, 0.320435, 0.000000
32, -0.867920, -0.040527, -0.501953, 0.854492, -0.366211, 0.320435, 0.000000
32, -0.866211, -0.034180, -0.496094, 0.717163, -0.198364, 0.610352, 0.000000
32, -0.869385, -0.035156, -0.493408, 0.717163, -0.228882, 0.747681, 0.000000
32, -0.865723, -0.032959, -0.490234, 0.625610, -0.274658, 0.839233, 0.000000
32, -0.866455, -0.030273, -0.492920, 0.717163, -0.350952, 1.052856, 0.000000
32, -0.863281, -0.033691, -0.490234, 0.595093, -0.350952, 1.113892, 0.000000
32, -0.861084, -0.026367, -0.481445, 0.183105, -0.213623, 1.235962, 0.000000
32, -0.865723, -0.029297, -0.489746, -0.045776, 0.000000, 1.327515, 0.000000
33, -0.864990, -0.028564, -0.489502, 0.106812, 0.015259, 1.388550, 0.000000
33, -0.866943, -0.025391, -0.483154, -0.045776, 0.076294, 1.510620, 0.000000
33, -0.867188, -0.020752, -0.477295, -0.152588, 0.167847, 1.510620, 0.000000
33, -0.864014, -0.024414, -0.491699, -0.259399, 0.518799, 1.403809, 0.000000
33, -0.866699, -0.019531, -0.485107, -0.183105, 0.640869, 1.464844, 0.000000
33, -0.868408, -0.022705, -0.483154, -0.305176, 0.701904, 1.510620, 0.000000
33, -0.869873, -0.019531, -0.489746, -0.488281, 0.900269, 1.586914, 0.000000
33, -0.871094, -0.020264, -0.486816, -0.442505, 1.068115, 1.571655, 0.000000
33, -0.871338, -0.016357, -0.495605, -0.457764, 1.296997, 1.464844, 0.000000
33, -0.872314, -0.012695, -0.489990, -0.549316, 1.663208, 1.434326, 0.000000
33, -0.877930, -0.014160, -0.500488, -0.778198, 1.708984, 1.327515, 0.000000
33, -0.871094, -0.014160, -0.504639, -1.037598, 1.693726, 1.281738, 0.000000
33, -0.875732, -0.010010, -0.509033, -1.083374, 1.770020, 1.220703, 0.000000
33, -0.873047, -0.011230, -0.510010, -0.946045, 1.800537, 1.190186, 0.000000
33, -0.878174, -0.013672, -0.519531, -1.113892, 1.739502, 1.220703, 0.000000
33, -0.874756, -0.015869, -0.518555, -1.251221, 1.647949, 1.129150, 0.000000
34, -0.874023, -0.016357, -0.523193, -1.388550, 1.373291, 0.930786, 0.000000
34, -0.873779, -0.018311, -0.519775, -1.403809, 1.129150, 0.930786, 0.000000
34, -0.872803, -0.020264, -0.523682, -1.419067, 1.098633, 0.915527, 0.000000
34, -0.875000, -0.022705, -0.523926, -1.373291, 0.976563, 0.946045, 0.000000
34, -0.867676, -0.024170, -0.522217, -1.525879, 0.930786, 0.869751, 0.000000
34, -0.870117, -0.014893, -0.523682, -1.342773, 0.854492, 0.808716, 0.000000
34, -0.873779, -0.019775, -0.523682, -1.098633, 0.762939, 0.671387, 0.000000
34, -0.875488, -0.017578, -0.524170, -0.930786, 0.579834, 0.595093, 0.000000
34, -0.873047, -0.017578, -0.524170, -0.671387, 0.427246, 0.518799, 0.000000
34, -0.873535, -0.017090, -0.524414, -0.549316, 0.381470, 0.442505, 0.000000
34, -0.873535, -0.020508, -0.517334, -0.534058, 0.213623, 0.320435, 0.000000
34, -0.873291, -0.019531, -0.520264, -0.442505, 0.259399, 0.289917, 0.000000
34, -0.875000, -0.016357, -0.514893, -0.411987, 0.259399, 0.259399, 0.000000
34, -0.870117, -0.017334, -0.519043, -0.442505, 0.076294, 0.274658, 0.000000
34, -0.873779, -0.018555, -0.516357, -0.366211, -0.198364, 0.167847, 0.000000
34, -0.870117, -0.020996, -0.520264, -0.381470, -0.396729, 0.183105, 0.000000
